213	169,199,200
214	0,218,351
215	23,31,77
216	23,105,262
217	23,38,94
218	40,41,191
219	0,229,230
220	10,44,72
221	23,26,27
222	10,11,12
223	23,24,43
224	40,184,185
225	10,220,221
226	23,31,32
227	10,64,90
228	23,24,43
229	10,64,93
230	0,216
231	40,131,226
232	40,100
233	23,38,246
234	40,128,175
235	23,38,264
236	40,131,134
237	3,21,126
238	10,64,93
239	40,41,201
240	3,111,112
241	10,44,45
242	169,296,420
243	23,38,87
244	10,220,221
245	23,26,231
246	3,30,66
247	23,38,87
248	3,17,18
249	3,13,14
250	3,51,52
251	3,111,284
252	3,4,7
253	40,41,224
254	10,64,90
255	10,64,80
256	40,131,193
257	23,26,350
258	0,271,361
259	0,8,308
260	3,30,66
261	169,170,171
262	169,426,223
263	40,128,195
264	40,139,155
265	3,34,447
266	3,4,7
267	3,111,119
268	23,74,317
269	10,220,221
270	23,24,43
271	23,26,89
272	10,220,221
273	10,44,73
274	0,216
275	3,17,18
276	23,24,49
277	23,24,59
278	23,24,43
279	3,21
280	23,105,106
281	10,54,55
282	169,170,274
283	3,15,16
284	40,131,159
285	10,54,95
286	23,26,27
287	40,128,175
288	40,131,226
289	23,38
290	40,151,166
291	169,199,251
292	23,24,49
293	40,41,224
294	3,51,52
295	40,145,146
296	0,8,327
297	10,220,221
298	3,147,148
299	169,199,223
300	23,26,27
301	3,28,113
302	169,296,411
303	10,64,79
304	23,74,165
305	169,199,223
306	3,15,56
307	3,30,66
308	23,26,89
309	23,26,89
310	0,208,383
311	3,17,18
312	169,170,459
313	3,15,16
314	3,21
315	3,30,66
316	3,4,7
317	23,74,118
318	3,120,121
319	3,85,86
320	23,74,165
321	0,265,349
322	23,24,43
323	3,30,66
324	3,13
325	23,74,283
326	40,131,132
327	0,271,352
328	3,15,16
329	10,220,242
330	40,41,324
331	3,15,56
332	169,199,259
333	169,170,251
334	23,74,283
335	23,24,49
336	40,128,130
337	23,76
338	169,426,259
339	169,199,200
340	3,4,176
341	40,135,138
342	23,26,89
343	3,15,16
344	23,31,32
345	23,26,89
346	23,24,43
347	3,34,263
348	23,24,49
349	0,8,270
350	0,213,214
351	40,131,142
352	10,220
353	3,4,7
354	3,17,58
355	169,199,200
356	23,76
357	169,170,251
358	23,24,43
359	3,15,16
360	3,17,58
361	40,128,195
362	23,24,43
363	3,51,52
364	23,26,89
365	40,41,149
366	23,24,43
367	3,5,6
368	23,26,89
369	3,21,48
370	10,44,45
371	169,199,200
372	169,199,200
373	40,131,226
374	40,131,132
375	3,30,66
376	10,11,69
377	3,4,7
378	3,17,18
379	23,26,89
380	23,26,350
381	23,24,25
382	23,24,43
383	3,21
384	3,53
385	0,8,206
386	23,31,77
387	3,34,46
388	169,199,200
389	3,28,190
390	3,28,113
391	3,34,116
392	3,34,447
393	23,74,165
394	169,199,200
395	3,15,56
396	3,34
397	3,4,70
398	23,31,32
399	3,4,7
400	40,139,153
401	0,8,206
402	169,296,336
403	40,131,226
404	23,74,118
405	3,111,412
406	169,199,251
407	23,38,91
408	23,24,43
409	23,31,77
410	40,139,155
411	23,31,32
412	23,26,89
413	3,34,46
414	3,111,112
415	3,21
416	40,139
417	169,199,343
418	169,170,200
419	40,131
420	23,24,49
421	169,296,336
422	0,216
423	3,28,113
424	3,28,29
425	10,64,93
426	169,199,171
427	40,41,149
428	10,54,55
429	169,199,343
430	10,220,221
431	40,145,181
432	169,199,259
433	40,131,159
434	10,44,45
435	10,220,242
436	3,34,46
437	23,24,43
438	23,38,91
439	40,151,152
440	23,38,137
441	10,64,93
442	40,139
443	40,128,195
444	23,24,25
445	169,199,281
446	40,139,153
447	10,220,242
448	23,38,71
449	23,24,43
450	3,4,7
451	40,139,155
452	3,17,18
453	23,38,71
454	23,74,283
455	10,60,197
456	3,4,7
457	3,21,22
458	23,31,32
459	3,17,18
460	3,34,46
461	0,255,256
462	3,30
463	3,13,150
464	23,74,118
465	3,28,113
466	23,26,89
467	40,41,224
468	0,8,206
469	23,38,71
470	3,15,16
471	3,4,7
472	23,74,118
473	3,147,148
474	23,38,91
475	23,38,240
476	23,38,137
477	169,199,200
478	23,24,43
479	0,8,206
480	3,85,86
481	10,220,221
482	40,131,134
483	23,38,71
484	3,17,58
485	0,8,235
486	23,26,89
487	0,271,352
488	3,15,16
489	23,31,32
490	3,5,6
491	40,41,286
492	169,170,260
493	0,271,352
494	3,17,168
495	3,4
496	3,30,66
497	40,139,153
498	23,38,91
499	0,8,206
500	23,24,62
501	23,24,49
502	23,31,77
503	3,4,7
504	10,220,242
505	3,4,7
506	3,34,46
507	3,85,86
508	10,44,67
509	23,24,49
510	3,30,66
511	3,17,18
512	40,135,189
513	169,199,200
514	23,24,43
515	23,74,317
516	3,5,6
517	0,208,403
518	10,220,221
519	169,199,248
520	40,41,149
521	40,128,195
522	23,74,75
523	40,131,134
524	169,199,248
525	40,160,166
526	169,170,260
527	40,139,153
528	3,15,16
529	0,8,206
530	40,128,130
531	169,199,200
532	10,11,205
533	3,21,48
534	23,74,165
535	40,100,101
536	23,74,317
537	3,34,46
538	40,131,226
539	23,24,43
540	23,24,49
541	3,15,16
542	169,170,260
543	10,44,45
544	169,199,251
545	10,44,45
546	40,145,146
547	169,170,251
548	23,26,89
549	169,170,459
550	169,296,411
551	3,21,115
552	3,53,99
553	3,15,16
554	10,11,45
555	169,170,259
556	0,8,206
557	23,74,317
558	23,26,89
559	0,218,387
560	23,26,231
561	23,26,89
562	0,208,471
563	10,220,221
564	40,128,195
565	10,11,12
566	40,128,130
567	40,184,185
568	169,170,251
569	40,131,226
570	3,30
571	10,11,12
572	40,128,179
573	23,74,165
574	3,111,161
575	40,135,141
576	3,30,66
577	3,21
578	3,50
579	0,255,280
580	40,139,155
581	3,15,56
582	10,54,55
583	40,139,140
584	3,21,102
585	3,17,168
586	23,24,43
587	23,38,91
588	23,24,49
589	169,170,323
590	169,199,259
591	3,30
592	10,220,242
593	3,111,198
594	169,170,171
595	23,105,262
596	169,170,260
597	3,15,16
598	23,24,43
599	40,131,226
600	10,64,338
601	23,38,78
602	0,265,409
603	10,64,79
604	23,38,71
605	3,111,112
606	3,147,167
607	23,31,77
608	40,100
609	23,38,39
610	23,26,89
611	3,21,187
612	40,145,146
613	169,199,343
614	10,11,109
615	0,216,304
616	23,31,290
617	3,53
618	10,44,67
619	10,220,221
620	169,199,356
621	3,34,46
622	3,28,113
623	169,199,356
624	10,220,221
625	3,34,46
626	3,4,7
627	3,15,56
628	169,170,200
629	23,24,62
630	40,135,138
631	23,74,165
632	169,199,281
633	10,220,221
634	169,199,323
635	0,271,280
636	169,199,343
637	40,135,141
638	10,54,55
639	10,44,45
640	169,170,171
641	40,128,186
642	23,24,43
643	169,170,274
644	3,21,115
645	169,311,312
646	23,24,59
647	23,24,59
648	23,31,32
649	23,26,89
650	23,38,91
651	40,128,179
652	169,199,171
653	23,24,43
654	23,74,118
655	169,199,259
656	3,30
657	23,24,49
658	3,17,58
659	3,21,126
660	10,220,221
661	10,220,242
662	10,220,242
663	3,85,86
664	169,296,251
665	3,28,190
666	40,160,166
667	23,38,137
668	0,255,462
669	23,38,82
670	0,265
671	3,30,66
672	169,199,374
673	169,199,179
674	10,11,12
675	0,271,366
676	3,15,56
677	169,199,259
678	40,41,201
679	10,220,242
680	40,160
681	40,131,226
682	23,38,137
683	3,111,123
684	3,30,66
685	23,38,63
686	3,30
687	0,213,252
688	0,8,206
689	40,131,226
690	0,216
691	40,151,152
692	3,53
693	169,170,251
694	23,74,118
695	10,64,93
696	23,31,258
697	0,213,252
698	3,21,22
699	0,8,410
700	3,111,275
701	23,26,27
702	23,24,43
703	169,199,200
704	10,64,90
705	3,4,7
706	10,44,173
707	23,26,89
708	3,21,126
709	23,24,43
710	23,31,32
711	23,31,328
712	23,38,94
713	0,8,206
714	3,21
715	10,220,221
716	23,38,107
717	3,147,167
718	169,170,223
719	3,21,164
720	169,170,171
721	23,26,27
722	3,34,46
723	23,38,98
724	10,220,221
725	23,38,91
726	3,30,81
727	0,216
728	10,64,90
729	23,24,25
730	10,11,45
731	40,135,138
732	3,111,123
733	23,38,264
734	0,8,235
735	3,34,46
736	10,11,69
737	3,28,364
738	3,21,126
739	3,4,7
740	169,426,427
741	3,4,19
742	23,38,137
743	23,31,258
744	10,64,65
745	3,28
746	0,216
747	10,220,242
748	23,105,106
749	3,34,46
750	0,271
751	3,21
752	169,199,248
753	23,38,246
754	0,216,257
755	169,199,251
756	3,30,66
757	169,199,259
758	3,17,18
759	10,44,72
760	40,145,146
761	10,60,61
762	0,216
763	40,151,166
764	23,24,49
765	3,85,86
766	3,147,156
767	40,139,155
768	10,220,242
769	40,135,138
770	3,147,148
771	23,31,32
772	23,38,78
773	3,111,112
774	3,35,36
775	3,28,113
776	23,24,49
777	10,220
778	0,216
779	23,24,43
780	3,111,123
781	0,265,376
782	3,85
783	10,64,93
784	3,21,108
785	23,74,165
786	3,4,19
787	0,8,206
788	10,60,234
789	169,170,251
790	169,199,223
791	0,8,235
792	10,64,65
793	23,24,49
794	10,64,93
795	3,4,19
796	0,271,272
797	169,170,274
798	3,111,472
799	23,26,27
800	23,38,71
801	3,15,16
802	169,170,274
803	0,213,214
804	10,220
805	10,64,93
806	10,220,221
807	10,64,65
808	40,131,226
809	3,17,18
810	3,30
811	23,38,88
812	169,199,200
813	23,24,43
814	40,139,140
815	169,199,248
816	3,53
817	40,128,130
818	23,26,89
819	169,170,223
820	23,24,49
821	23,24,43
822	23,38,71
823	10,44,73
824	10,11,12
825	23,26,89
826	3,4,188
827	0,271,272
828	23,105,106
829	23,24,43
830	169,199,281
831	3,15,16
832	3,28,310
833	3,53,416
834	10,64,93
835	23,74,118
836	10,64,93
837	3,30
838	40,41,149
839	10,64,335
840	10,54,322
841	3,4,7
842	40,151,166
843	0,8,206
844	169,170,251
845	3,34,46
846	3,53
847	10,11,12
848	0,271,366
849	3,35,36
850	23,74,317
851	0,288,497
852	23,24,43
853	3,30,227
854	3,15,56
855	23,105,262
856	23,24,59
857	23,26,89
858	23,24,71
859	169,170,200
860	40,128,129
861	40,131,226
862	169,199,200
863	3,4,7
864	40,135,136
865	40,131,226
866	23,31,258
867	23,26,89
868	40,131,226
869	10,220,221
870	3,50
871	3,35,36
872	3,30,66
873	40,128,129
874	23,74,165
875	0,271,280
876	10,11,69
877	169,170,251
878	23,74,118
879	3,15,144
880	40,139
881	3,4,7
882	40,128,130
883	40,145,402
884	23,26,27
885	3,30,66
886	40,131,134
887	23,26,89
888	10,54,55
889	169,170,323
890	0,8,206
891	3,21,126
892	0,265
893	40,135,141
894	3,15,16
895	169,170,248
896	169,170,248
897	23,24,59
898	3,34,46
899	40,41,42
900	40,131,226
901	40,145,146
902	10,44
903	0,8,235
904	3,30
905	3,21,127
906	3,17,18
907	169,199,248
908	169,199,248
909	0,216
910	3,5,97
911	10,220,242
912	23,105,262
913	23,26,89
914	3,17,56
915	169,170,323
916	0,8,270
917	169,170,323
918	40,41,42
919	3,17,18
920	169,199,274
921	3,5
922	3,35,36
923	10,64,80
924	3,30,66
925	23,24,49
926	40,160,247
927	40,139,153
928	10,220,221
929	0,229,230
930	23,31,258
931	0,216
932	10,44,45
933	40,135,138
934	3,53
935	23,76
936	169,170,171
937	3,5,385
938	3,17,18
939	3,120,217
940	23,38,91
941	10,64,65
942	23,31,328
943	0,216,380
944	10,11,12
945	3,51,52
946	10,11,12
947	23,74,118
948	40,128,130
949	40,131,226
950	3,34,46
951	169,199,259
952	10,220,242
953	23,24,43
954	23,24,43
955	169,170,251
956	3,34,46
957	23,38,309
958	10,64,93
959	40,145,402
960	169,170,274
961	169,170,259
962	169,199,259
963	40,139
964	40,128,195
965	3,34,46
966	23,38,91
967	0,216
968	3,13
969	3,85,86
970	40,41,149
971	40,135,138
972	23,26,89
973	40,135,295
974	23,26,89
975	3,30,66
976	40,131,226
977	10,64,93
978	10,54
979	169,170,323
980	0,8,206
981	23,26,89
982	10,220,242
983	40,162,163
984	10,44,67
985	3,51,52
986	3,30
987	3,17,18
988	40,395,396
989	23,24,25
990	40,160
991	3,5,331
992	40,131,226
993	23,74,317
994	23,105,262
995	40,131,226
996	0,8,206
997	23,74,118
998	23,24,49
999	10,220,221
1000	3,30,81
1001	23,38,91
1002	3,34,46
1003	0,216
1004	10,11,45
1005	40,128,129
1006	23,26,89
1007	23,38,137
1008	23,38,82
1009	3,30
1010	10,44,45
1011	10,60
1012	3,120,180
1013	0,229,230
1014	10,64,93
1015	23,38,137
1016	0,216
1017	3,34,116
1018	23,26,231
1019	23,38,240
1020	23,38,94
1021	23,26,27
1022	23,24,43
1023	10,220,242
1024	169,199,251
1025	23,24,49
1026	0,249,279
1027	3,28
1028	3,51,52
1029	3,15,16
1030	10,11,205
1031	40,131,193
1032	40,135,136
1033	23,26,27
1034	3,53
1035	40,41,42
1036	0,313,485
1037	23,38,309
1038	40,131,134
1039	10,220,221
1040	10,44,45
1041	10,44,45
1042	10,44
1043	40,128,195
1044	3,13,150
1045	10,64,90
1046	23,38,94
1047	23,74,118
1048	23,24,49
1049	23,74,317
1050	40,145,146
1051	23,31,96
1052	40,145,146
1053	10,220,221
1054	23,38,91
1055	10,54,322
1056	169,170,248
1057	10,44,45
1058	40,100
1059	10,220,242
1060	23,24,49
1061	3,17,168
1062	10,54,55
1063	3,34,46
1064	23,24,43
1065	0,216,257
1066	10,11,69
1067	23,74,165
1068	3,30,117
1069	169,296,420
1070	23,74,165
1071	169,199,343
1072	3,30,66
1073	3,4,19
1074	23,24,43
1075	23,24,49
1076	3,15,144
1077	23,24
1078	3,15,16
1079	40,162,163
1080	40,139,140
1081	23,26,27
1082	3,4,7
1083	23,26,89
1084	23,24,43
1085	23,74,303
1086	40,145,402
1087	23,26,89
1088	23,31,32
1089	23,24,43
1090	10,54,95
1091	23,38,87
1092	10,54,55
1093	10,220,221
1094	10,44,67
1095	169,170,274
1096	40,135,138
1097	0,213,252
1098	169,170,171
1099	40,131,226
1100	23,24,43
1101	23,24,43
1102	3,28
1103	40,135,244
1104	10,64,93
1105	23,74,118
1106	23,76
1107	10,44,173
1108	3,53,325
1109	0,255,348
1110	40,151,166
1111	23,24,43
1112	10,11,69
1113	169,170,171
1114	0,313,346
1115	23,38,91
1116	3,51,52
1117	23,24,49
1118	23,38,240
1119	3,30,227
1120	3,51,52
1121	40,128,129
1122	23,38,71
1123	23,31,245
1124	3,13,14
1125	23,26,89
1126	40,131,226
1127	3,21
1128	23,74,118
1129	10,64,90
1130	169,199,248
1131	3,13,150
1132	10,64,93
1133	40,41,191
1134	3,17,168
1135	3,111,125
1136	40,160
1137	10,220,221
1138	0,265,340
1139	10,64,65
1140	169,199,251
1141	3,21,102
1142	10,11,69
1143	3,5,6
1144	23,26,89
1145	169,199,223
1146	3,21
1147	3,21,127
1148	0,271,455
1149	3,17,18
1150	169,170,223
1151	169,170,274
1152	23,74,317
1153	10,60
1154	10,220,221
1155	3,30,104
1156	23,24,43
1157	169,199,223
1158	23,24,43
1159	169,170,323
1160	23,26,89
1161	10,64,79
1162	169,199,259
1163	23,74,165
1164	23,31,258
1165	23,26,231
1166	169,170,251
1167	169,199,259
1168	23,26,89
1169	169,296,306
1170	10,60,234
1171	3,30
1172	40,139
1173	10,44,45
1174	3,30,66
1175	169,170,171
1176	169,170,329
1177	169,170,171
1178	3,30,219
1179	0,313,346
1180	40,128,130
1181	169,170,171
1182	3,13
1183	3,21,108
1184	23,74,118
1185	23,105,262
1186	3,34,46
1187	3,35,36
1188	10,64,93
1189	23,26,89
1190	169,199,200
1191	0,8,206
1192	10,11,205
1193	10,220,242
1194	40,151,166
1195	40,128,130
1196	23,38,91
1197	23,38,309
1198	169,199,259
1199	10,220,221
1200	3,15,16
1201	10,11,109
1202	23,105,106
1203	23,38,71
1204	23,26,89
1205	23,26,89
1206	3,30,66
1207	169,199,200
1208	10,11,69
1209	23,24,49
1210	10,44,73
1211	23,24,43
1212	3,85,86
1213	23,24,49
1214	3,4,19
1215	10,64,65
1216	0,8,206
1217	40,128,130
1218	169,311,528
1219	40,139,140
1220	3,50
1221	3,4,7
1222	0,216
1223	3,51,52
1224	3,4,19
1225	169,296,306
1226	23,24,43
1227	10,64,79
1228	40,41,224
1229	23,38,91
1230	23,74,317
1231	10,60,239
1232	10,11,45
1233	0,255,400
1234	10,54,322
1235	40,139,155
1236	3,30,104
1237	10,44,67
1238	3,13,37
1239	0,255,280
1240	10,220,221
1241	3,21,33
1242	0,255
1243	40,145,146
1244	10,44,45
1245	23,24,43
1246	23,74,118
1247	40,135,138
1248	169,170,323
1249	169,337,200
1250	23,31,328
1251	3,13,204
1252	10,64,93
1253	40,135,141
1254	23,26,89
1255	23,26,27
1256	10,44,45
1257	3,34,46
1258	169,170,251
1259	10,64,79
1260	3,21,33
1261	3,4,375
1262	0,249,279
1263	23,31,245
1264	23,31,258
1265	40,135,244
1266	23,26,89
1267	10,64,93
1268	10,44,73
1269	169,199,200
1270	169,170,248
1271	169,170,274
1272	40,131,226
1273	10,64,79
1274	10,220,242
1275	169,199,200
1276	3,111,412
1277	23,26,89
1278	40,151,152
1279	23,74,165
1280	3,4,7
1281	23,38,91
1282	3,21,182
1283	10,44,45
1284	169,199,259
1285	40,135,141
1286	23,31,96
1287	3,147,148
1288	10,44,45
1289	169,199,200
1290	10,64,90
1291	3,15,56
1292	23,24,43
1293	10,64,80
1294	3,21,108
1295	3,21,33
1296	3,17,18
1297	40,41,191
1298	40,135,138
1299	40,131,226
1300	169,337,179
1301	40,131,226
1302	3,85,86
1303	0,249,279
1304	40,131,226
1305	23,26,89
1306	3,30,117
1307	40,139,140
1308	40,128,130
1309	0,216,257
1310	10,11,69
1311	3,4,19
1312	3,13,150
1313	3,4
1314	3,34,263
1315	23,26,89
1316	3,21
1317	23,38,137
1318	169,199,323
1319	10,64,93
1320	23,26,27
1321	3,4
1322	3,111,123
1323	10,64,90
1324	10,54
1325	23,31,258
1326	0,8,206
1327	169,170,200
1328	0,265,349
1329	40,145,146
1330	3,15,16
1331	0,218,387
1332	23,74,303
1333	3,13
1334	169,170,259
1335	10,220,242
1336	23,31,32
1337	23,24,43
1338	40,41,201
1339	40,128,130
1340	23,26,89
1341	3,28,113
1342	0,213,214
1343	10,54,55
1344	23,105,262
1345	23,38,91
1346	169,199,179
1347	3,53,287
1348	169,170,171
1349	3,21,301
1350	23,24,43
1351	3,15,16
1352	169,199,259
1353	10,220
1354	0,8,235
1355	23,24,43
1356	169,199,259
1357	0,216
1358	23,38,309
1359	3,13,14
1360	3,111,114
1361	10,64,93
1362	10,64,90
1363	3,5,97
1364	23,105,106
1365	0,265,341
1366	10,64,93
1367	0,8,391
1368	169,199,200
1369	23,24,43
1370	40,100
1371	3,17,168
1372	10,54,55
1373	3,111,114
1374	10,64,335
1375	40,100
1376	169,170,171
1377	23,74,165
1378	23,38,246
1379	40,128,129
1380	40,41,149
1381	40,139,140
1382	40,41,201
1383	0,255,280
1384	23,74,317
1385	3,21,33
1386	40,135,138
1387	10,220,221
1388	23,31,32
1389	23,38,246
1390	40,160,196
1391	23,24,49
1392	23,24,43
1393	40,41,224
1394	3,21,127
1395	169,199,356
1396	23,38,78
1397	10,11,12
1398	3,15,16
1399	0,216,304
1400	3,147,156
1401	23,105,262
1402	0,216
1403	3,147,156
1404	10,220,242
1405	23,38,137
1406	40,131,132
1407	169,199,248
1408	23,24,49
1409	3,21,164
1410	23,38,246
1411	23,26,89
1412	169,199,223
1413	3,50
1414	3,4,183
1415	3,30,66
1416	23,31,32
1417	3,30,66
1418	23,26,89
1419	169,199,251
1420	3,4,188
1421	40,131,226
1422	23,26,350
1423	3,4,19
1424	40,139,140
1425	40,128,129
1426	10,44,72
1427	40,128,129
1428	3,4,19
1429	0,216
1430	3,15,16
1431	23,24,49
1432	3,13,150
1433	0,8,9
1434	23,38,137
1435	3,4,19
1436	23,26,89
1437	10,54
1438	10,220,221
1439	3,53
1440	10,44,45
1441	10,11,12
1442	3,120,157
1443	23,24,43
1444	23,24,49
1445	23,26,89
1446	169,199,274
1447	3,15,16
1448	23,38,137
1449	169,199,200
1450	10,11,205
1451	3,21,22
1452	23,26,231
1453	40,160
1454	40,100,222
1455	23,24,345
1456	3,17,18
1457	10,220,242
1458	23,38,71
1459	169,199,251
1460	23,31,258
1461	3,21,33
1462	40,128,130
1463	23,24,59
1464	23,38,240
1465	23,38,137
1466	40,139,140
1467	23,24,43
1468	40,135,141
1469	169,170,179
1470	40,139,155
1471	3,4,183
1472	10,64,90
1473	169,199,223
1474	3,13,150
1475	40,151,152
1476	3,4,7
1477	3,15,16
1478	40,128,129
1479	40,41,149
1480	3,85,86
1481	3,21
1482	40,145,478
1483	10,220,221
1484	23,24,25
1485	40,162,163
1486	169,337,274
1487	169,199,323
1488	169,199,356
1489	40,128,130
1490	3,17,18
1491	3,147,148
1492	23,38,94
1493	10,54,55
1494	40,151,166
1495	3,5,97
1496	3,17,18
1497	40,184,185
1498	169,199,274
1499	169,199,248
1500	23,24,43
1501	23,26,89
1502	23,26,89
1503	40,128,186
1504	10,64,90
1505	3,34,46
1506	10,64,335
1507	169,296,306
1508	0,8,206
1509	169,337,274
1510	10,64,79
1511	23,26,89
1512	23,26,231
1513	23,24,43
1514	3,111,119
1515	10,44,45
1516	3,5,331
1517	169,337,200
1518	3,13,122
1519	23,24,62
1520	10,220,221
1521	3,111,123
1522	23,74,165
1523	23,38,39
1524	23,26,89
1525	23,31
1526	40,131,226
1527	23,26,89
1528	40,139
1529	0,216
1530	3,53
1531	10,54,95
1532	23,74,118
1533	0,213,252
1534	40,128,186
1535	169,199,200
1536	10,64,80
1537	10,64,93
1538	169,170,323
1539	23,74,317
1540	0,271,455
1541	0,8,206
1542	3,21,108
1543	10,220
1544	23,24,49
1545	0,216,380
1546	10,64,335
1547	10,64,338
1548	23,26,27
1549	40,131,226
1550	40,41,215
1551	3,15,56
1552	169,199,259
1553	10,11,67
1554	23,38,246
1555	3,30,227
1556	169,199,323
1557	23,24,43
1558	23,31,32
1559	3,21,124
1560	40,128,129
1561	23,24,43
1562	40,135,138
1563	169,296,251
1564	169,170,274
1565	23,38,240
1566	40,131,226
1567	169,296,306
1568	40,41,224
1569	40,128,130
1570	3,34,46
1571	40,139,153
1572	10,64,79
1573	0,213,252
1574	169,296,306
1575	23,38,87
1576	169,199,223
1577	23,74,307
1578	3,17,18
1579	23,38,88
1580	10,64,90
1581	10,44,72
1582	10,44,45
1583	169,199,200
1584	10,60,92
1585	169,296,251
1586	23,26,89
1587	10,44,72
1588	3,120,157
1589	40,145,146
1590	10,11,12
1591	169,199,259
1592	23,24,59
1593	40,151,152
1594	169,199,343
1595	10,220,242
1596	10,220,221
1597	169,170,248
1598	0,218,351
1599	23,24,49
1600	3,4,70
1601	0,8,9
1602	40,41,149
1603	169,170,274
1604	23,26,89
1605	23,24,43
1606	10,220,221
1607	23,38,240
1608	3,17,18
1609	40,139,140
1610	10,54,55
1611	23,38,246
1612	10,64,93
1613	23,38,78
1614	3,4,238
1615	40,151,152
1616	40,162,163
1617	40,128,186
1618	3,4,19
1619	10,220,221
1620	3,4,7
1621	10,44,45
1622	169,199,223
1623	10,64
1624	40,151,166
1625	3,17,18
1626	23,74,303
1627	169,170,323
1628	23,24,62
1629	23,26,89
1630	10,11,12
1631	10,220,221
1632	10,44,72
1633	23,38,91
1634	3,53,287
1635	169,199,248
1636	23,38,71
1637	10,64,90
1638	3,34,46
1639	169,199,223
1640	23,26,89
1641	23,26,89
1642	40,131,226
1643	3,53,325
1644	40,128,129
1645	169,199,343
1646	10,220,221
1647	10,44,67
1648	23,38,240
1649	40,131,159
1650	0,265,340
1651	3,21
1652	23,24,43
1653	3,51,52
1654	10,64,93
1655	3,28
1656	23,38,246
1657	23,26,89
1658	40,162,163
1659	3,4
1660	169,199,200
1661	3,34,46
1662	23,24,43
1663	23,38,103
1664	40,160,315
1665	3,147,167
1666	10,220,242
1667	0,216,257
1668	3,28,113
1669	3,13,150
1670	3,147,167
1671	23,38,78
1672	23,24,25
1673	169,199,343
1674	3,15,16
1675	23,76
1676	23,24,49
1677	10,44,67
1678	0,357,358
1679	23,74,317
1680	169,170,323
1681	169,170,251
1682	10,11,12
1683	3,30,117
1684	23,26,89
1685	169,170,251
1686	23,38,94
1687	169,199,248
1688	23,24,62
1689	23,24,62
1690	10,220,221
1691	169,170,200
1692	3,147,167
1693	40,139,153
1694	3,30,66
